,dateComponents,activeEnergyBurned,activeEnergyBurnedGoal,activeEnergyBurnedUnit,appleExerciseTime,appleExerciseTimeGoal,appleStandHours,appleStandHoursGoal
489,2022-06-30,1092.9,660,kcal,202,60,15,8
490,2022-07-01,1117.42,660,kcal,197,60,16,8
491,2022-07-02,1535.31,660,kcal,222,60,17,8
492,2022-07-03,1246.21,660,kcal,223,60,15,8
493,2022-07-04,1234.97,660,kcal,223,60,16,8
494,2022-07-05,1001.76,660,kcal,202,60,15,8
495,2022-07-06,1495.56,660,kcal,321,60,15,8
496,2022-07-07,1097.93,660,kcal,168,60,12,8
497,2022-07-08,1316.42,660,kcal,220,60,15,8
498,2022-07-09,1257.71,660,kcal,266,60,15,8
499,2022-07-10,924.77,660,kcal,172,60,9,8
500,2022-07-11,1566.31,660,kcal,242,60,16,8
501,2022-07-12,1251.43,660,kcal,227,60,16,8
502,2022-07-13,1220.53,660,kcal,220,60,16,8
503,2022-07-14,1139.66,660,kcal,204,60,15,8
504,2022-07-15,1187.44,660,kcal,208,60,16,8
505,2022-07-16,1051.81,660,kcal,197,60,12,8
